genome_name	motility_number	prediction	motile/non-motile/partial
Sedimenticola_selenatireducens	23	Yes	Motile
Sedimenticola_sp.	22	Yes	Motile
Sedimenticola_thiotaurini	22	Yes	Motile
Sedimentisphaeraceae_bacterium	1	No	Non-Motile
Sedimentisphaerales_bacterium	22	Yes	Motile
Sedimentitalea_nanhaiensis	19	Yes	Motile
Sedimentitalea_sp.	18	Maybe	Possibly Motile
Sediminibacillus_albus	25	Yes	Motile
Sediminibacillus_halophilus	25	Yes	Motile
Sediminibacillus_sp.	25	Yes	Motile
Sediminibacterium_ginsengisoli	2	No	Non-Motile
Sediminibacterium_goheungense	1	No	Non-Motile
Sediminibacterium_magnilacihabitans	1	No	Non-Motile
Sediminibacterium_roseum	1	No	Non-Motile
Sediminibacterium_salmoneum	2	No	Non-Motile
Sediminibacterium_sp.	1	No	Non-Motile
Sediminibacter_sp.	2	No	Non-Motile
Sediminicola_luteus	2	No	Non-Motile
Sediminicola_sp.	2	No	Non-Motile
Sediminihabitans_luteus	0	No	Non-Motile
Sediminimonas_qiaohouensis	4	No	Non-Motile
Sediminispirochaeta_bajacaliforniensis	14	Maybe	Possibly Motile
Sediminispirochaeta_sp.	22	Yes	Motile
Sediminitomix_flava	1	No	Non-Motile
Sediminivirga_luteola	1	No	Non-Motile
Segetibacter_aerophilus	1	No	Non-Motile
Segetibacter_koreensis	1	No	Non-Motile
Segetibacter_sp.	2	No	Non-Motile
Segniliparus_rotundus	0	No	Non-Motile
Segniliparus_rugosus	0	No	Non-Motile
Seinonella_peptonophila	0	No	Non-Motile
Selenihalanaerobacter_shriftii	24	Yes	Motile
Seleniivibrio_woodruffii	23	Yes	Motile
Selenomonadaceae_bacterium	24	Yes	Motile
Selenomonadales_bacterium	0	No	Non-Motile
Selenomonas_artemidis	24	Yes	Motile
Selenomonas_bovis	24	Yes	Motile
Selenomonas_felix	24	Yes	Motile
Selenomonas_flueggei	24	Yes	Motile
Selenomonas_infelix	24	Yes	Motile
Selenomonas_massiliensis	24	Yes	Motile
Selenomonas_noxia	24	Yes	Motile
Selenomonas_ruminantium	24	Yes	Motile
Selenomonas_sp.	24	Yes	Motile
Selenomonas_sputigena	24	Yes	Motile
Sellimonas_caecigallum	0	No	Non-Motile
Sellimonas_intestinalis	0	No	Non-Motile
Sellimonas_sp.	0	No	Non-Motile
Senegalia_massiliensis	24	Yes	Motile
Senegalimassilia_anaerobia	0	No	Non-Motile
Senegalimassilia_sp.	0	No	Non-Motile
Seohaeicola_saemankumensis	17	Maybe	Possibly Motile
Seohaeicola_zhoushanensis	19	Yes	Motile
Seonamhaeicola_algicola	2	No	Non-Motile
Seonamhaeicola_aphaedonensis	2	No	Non-Motile
Seonamhaeicola_marinus	2	No	Non-Motile
Seonamhaeicola_sp.	2	No	Non-Motile
Serinibacter_salmoneus	1	No	Non-Motile
Serinicoccus_profundi	0	No	Non-Motile
Serinicoccus_sp.	0	No	Non-Motile
Serpentinicella_alkaliphila	24	Yes	Motile
Serratia_bockelmannii	22	Yes	Motile
Serratia_entomophila	22	Yes	Motile
Serratia_ficaria	22	Yes	Motile
Serratia_fonticola	22	Yes	Motile
Serratia_grimesii	22	Yes	Motile
Serratia_liquefaciens	0	No	Non-Motile
Serratia_marcescens	0	No	Non-Motile
Serratia_nematodiphila	20	Yes	Motile
Serratia_nevei	22	Yes	Motile
Serratia_odorifera	22	Yes	Motile
Serratia_plymuthica	0	No	Non-Motile
Serratia_proteamaculans	22	Yes	Motile
Serratia_quinivorans	22	Yes	Motile
Serratia_rubidaea	22	Yes	Motile
Serratia_sp.	22	Yes	Motile
Serratia_symbiotica	16	Maybe	Possibly Motile
Serratia_ureilytica	22	Yes	Motile
Sesame_phyllody	0	No	Non-Motile
Sharpea_azabuensis	0	No	Non-Motile
Shewanella_aestuarii	21	Yes	Motile
Shewanella_algae	22	Yes	Motile
Shewanella_algicola	20	Yes	Motile
Shewanella_algidipiscicola	22	Yes	Motile
Shewanella_arctica	21	Yes	Motile
Shewanella_atlantica	22	Yes	Motile
Shewanella_baltica	0	No	Non-Motile
Shewanella_benthica	22	Yes	Motile
Shewanella_bicestrii	0	No	Non-Motile
Shewanella_canadensis	22	Yes	Motile
Shewanella_carassii	22	Yes	Motile
Shewanellaceae_bacterium	21	Yes	Motile
Shewanella_chilikensis	21	Yes	Motile
Shewanella_colwelliana	22	Yes	Motile
Shewanella_corallii	22	Yes	Motile
Shewanella_decolorationis	21	Yes	Motile
Shewanella_denitrificans	22	Yes	Motile
Shewanella_dokdonensis	22	Yes	Motile
Shewanella_donghaensis	22	Yes	Motile
Shewanella_fidelis	22	Yes	Motile
Shewanella_fodinae	10	Maybe	Possibly Motile
Shewanella_frigidimarina	21	Yes	Motile
Shewanella_gelidii	21	Yes	Motile
Shewanella_glacialimarina	21	Yes	Motile
Shewanella_glacialipiscicola	21	Yes	Motile
Shewanella_hafniensis	21	Yes	Motile
Shewanella_halifaxensis	22	Yes	Motile
Shewanella_haliotis	22	Yes	Motile
Shewanella_hanedai	22	Yes	Motile
Shewanella_indica	21	Yes	Motile
Shewanella_intestini	21	Yes	Motile
Shewanella_inventionis	21	Yes	Motile
Shewanella_japonica	22	Yes	Motile
Shewanella_litoralis	21	Yes	Motile
Shewanella_litorisediminis	21	Yes	Motile
Shewanella_livingstonensis	21	Yes	Motile
Shewanella_loihica	21	Yes	Motile
Shewanella_marina	22	Yes	Motile
Shewanella_marisflavi	21	Yes	Motile
Shewanella_morhuae	22	Yes	Motile
Shewanella_oneidensis	22	Yes	Motile
Shewanella_pealeana	22	Yes	Motile
Shewanella_piezotolerans	22	Yes	Motile
Shewanella_psychrophila	23	Yes	Motile
Shewanella_putrefaciens	21	Yes	Motile
Shewanella_sairae	22	Yes	Motile
Shewanella_saliphila	20	Yes	Motile
Shewanella_schlegeliana	22	Yes	Motile
Shewanella_sediminis	23	Yes	Motile
Shewanella_sp.	22	Yes	Motile
Shewanella_ulleungensis	21	Yes	Motile
Shewanella_vesiculosa	21	Yes	Motile
Shewanella_violacea	21	Yes	Motile
Shewanella_waksmanii	22	Yes	Motile
Shewanella_woodyi	21	Yes	Motile
Shewanella_xiamenensis	21	Yes	Motile
Shigella_boydii	19	Yes	Motile
Shigella_dysenteriae	21	Yes	Motile
Shigella_flexneri	0	No	Non-Motile
Shigella_sonnei	0	No	Non-Motile
Shigella_sp.	21	Yes	Motile
Shimazuella_kribbensis	0	No	Non-Motile
Shimazuella_sp.	0	No	Non-Motile
Shimia_biformata	18	Maybe	Possibly Motile
Shimia_haliotis	19	Yes	Motile
Shimia_isoporae	19	Yes	Motile
Shimia_marina	18	Maybe	Possibly Motile
Shimia_sp.	18	Maybe	Possibly Motile
Shimwellia_blattae	1	No	Non-Motile
Shimwellia_pseudoproteus	1	No	Non-Motile
Shinella_curvata	19	Yes	Motile
Shinella_fusca	19	Yes	Motile
Shinella_granuli	19	Yes	Motile
Shinella_kummerowiae	18	Maybe	Possibly Motile
Shinella_sp.	18	Maybe	Possibly Motile
Shinella_zoogloeoides	20	Yes	Motile
Shuttleworthia_satelles	0	No	Non-Motile
Shuttleworthia_sp.	0	No	Non-Motile
Siansivirga_zeaxanthinifaciens	2	No	Non-Motile
Siccationidurans_ginsengisoli	2	No	Non-Motile
Siccationidurans_soli	2	No	Non-Motile
Siccirubricoccus_deserti	20	Yes	Motile
Siccirubricoccus_sp.	16	Maybe	Possibly Motile
Sideroxydans_lithotrophicus	22	Yes	Motile
Sideroxydans_sp.	11	Maybe	Possibly Motile
Silanimonas_lenta	21	Yes	Motile
Silanimonas_sp.	3	No	Non-Motile
Silicibacter_lacuscaerulensis	18	Maybe	Possibly Motile
Silicibacter_sp.	18	Maybe	Possibly Motile
Silicimonas_algicola	6	No	Non-Motile
Silicimonas_sp.	5	No	Non-Motile
Silvanigrellaceae_bacterium	23	Yes	Motile
Silvanigrellales_bacterium	23	Yes	Motile
Silvanigrella_sp.	23	Yes	Motile
Silvibacterium_bohemicum	23	Yes	Motile
Silvibacterium_sp.	3	No	Non-Motile
Silvimonas_amylolytica	22	Yes	Motile
Silvimonas_iriomotensis	22	Yes	Motile
Silvimonas_sp.	23	Yes	Motile
Silvimonas_terrae	22	Yes	Motile
Simiduia_aestuariiviva	22	Yes	Motile
Simkaniaceae_bacterium	6	No	Non-Motile
Simkania_negevensis	18	Maybe	Possibly Motile
Simkania_sp.	6	No	Non-Motile
Simonsiella_muelleri	1	No	Non-Motile
Simplicispira_metamorpha	21	Yes	Motile
Simplicispira_psychrophila	22	Yes	Motile
Simplicispira_sp.	21	Yes	Motile
Simulacricoccus_sp.	9	Maybe	Possibly Motile
Singularimonas_variicoloris	23	Yes	Motile
Singulisphaera_acidiphila	0	No	Non-Motile
Singulisphaera_sp.	8	Maybe	Possibly Motile
Sinimarinibacterium_flocculans	22	Yes	Motile
Sinimarinibacterium_sp.	22	Yes	Motile
Sinirhodobacter_ferrireducens	17	Maybe	Possibly Motile
Sinirhodobacter_sp.	17	Maybe	Possibly Motile
Sinobaca_qinghaiensis	25	Yes	Motile
Sinobacteraceae_bacterium	23	Yes	Motile
Sinobacter_flavus	23	Yes	Motile
Sinobacterium_caligoides	1	No	Non-Motile
Sinomicrobium_oceani	2	No	Non-Motile
Sinomicrobium_pectinilyticum	2	No	Non-Motile
Sinomicrobium_sp.	2	No	Non-Motile
Sinomonas_albida	22	Yes	Motile
Sinomonas_atrocyanea	22	Yes	Motile
Sinomonas_mesophila	0	No	Non-Motile
Sinomonas_sp.	0	No	Non-Motile
Sinomonas_susongensis	23	Yes	Motile
Sinorhizobium_americanum	2	No	Non-Motile
Sinorhizobium_arboris	19	Yes	Motile
Sinorhizobium_fredii	18	Maybe	Possibly Motile
Sinorhizobium_kostiense	18	Maybe	Possibly Motile
Sinorhizobium_medicae	19	Yes	Motile
Sinorhizobium_saheli	19	Yes	Motile
Sinorhizobium_sp.	19	Yes	Motile
Sinorhizobium_terangae	18	Maybe	Possibly Motile
Sinorhodobacter_sp.	19	Yes	Motile
Sinosporangium_album	0	No	Non-Motile
Sinosporangium_siamense	0	No	Non-Motile
Siphonobacter_aquaeclarae	1	No	Non-Motile
Siphonobacter_curvatus	2	No	Non-Motile
Siphonobacter_sp.	1	No	Non-Motile
Skermanella_aerolata	20	Yes	Motile
Skermanella_mucosa	20	Yes	Motile
Skermanella_rosea	21	Yes	Motile
Skermanella_sp.	20	Yes	Motile
Skermanella_stibiiresistens	20	Yes	Motile
Skermania_piniformis	0	No	Non-Motile
Skermania_sp.	1	No	Non-Motile
Slackia_equolifaciens	0	No	Non-Motile
Slackia_exigua	0	No	Non-Motile
Slackia_faecicanis	0	No	Non-Motile
Slackia_heliotrinireducens	0	No	Non-Motile
Slackia_isoflavoniconvertens	0	No	Non-Motile
Slackia_piriformis	0	No	Non-Motile
Slackia_sp.	0	No	Non-Motile
Smaragdicoccus_niigatensis	0	No	Non-Motile
Smithella_sp.	2	No	Non-Motile
Sneathia_sanguinegens	0	No	Non-Motile
Sneathia_sp.	0	No	Non-Motile
Sneathiella_chinensis	21	Yes	Motile
Sneathiella_chungangensis	21	Yes	Motile
Sneathiella_glossodoripedis	21	Yes	Motile
Sneathiellales_bacterium	3	No	Non-Motile
Sneathiella_limimaris	21	Yes	Motile
Sneathiella_sp.	21	Yes	Motile
Snodgrassella_alvi	1	No	Non-Motile
Snodgrassella_sp.	1	No	Non-Motile
Snowella_sp.	0	No	Non-Motile
Snuella_sp.	2	No	Non-Motile
Sodalis_endosymbiont	0	No	Non-Motile
Sodalis_glossinidius	0	No	Non-Motile
Sodalis-like_endosymbiont	21	Yes	Motile
Sodalis-like_symbiont	2	No	Non-Motile
Sodalis_praecaptivus	0	No	Non-Motile
Sodalis_sp.	22	Yes	Motile
Soehngenia_saccharolytica	24	Yes	Motile
Soehngenia_sp.	24	Yes	Motile
Solemya_elarraichensis	22	Yes	Motile
Solemya_pervernicosa	1	No	Non-Motile
Solemya_velesiana	23	Yes	Motile
Solemya_velum	1	No	Non-Motile
Solibacillus_isronensis	25	Yes	Motile
Solibacillus_silvestris	0	No	Non-Motile
Solibacillus_sp.	25	Yes	Motile
Solibacteraceae_bacterium	21	Yes	Motile
Solibacterales_bacterium	24	Yes	Motile
Solibacteres_bacterium	16	Maybe	Possibly Motile
Solimicrobium_sp.	6	No	Non-Motile
Solimonas_aquatica	22	Yes	Motile
Solimonas_soli	21	Yes	Motile
Solimonas_sp.	22	Yes	Motile
Solimonas_terrae	22	Yes	Motile
Solirubrobacteraceae_bacterium	22	Yes	Motile
Solirubrobacterales_bacterium	0	No	Non-Motile
Solirubrobacter_pauli	23	Yes	Motile
Solirubrobacter_soli	23	Yes	Motile
Solirubrobacter_sp.	22	Yes	Motile
Solirubrum_puertoriconensis	3	No	Non-Motile
Solitalea_canadensis	1	No	Non-Motile
Solitalea_koreensis	2	No	Non-Motile
Solitalea_sp.	2	No	Non-Motile
Solobacterium_moorei	0	No	Non-Motile
Solobacterium_sp.	0	No	Non-Motile
Soonwooa_buanensis	1	No	Non-Motile
Sorangiineae_bacterium	22	Yes	Motile
Sorangium_cellulosum	1	No	Non-Motile
Sorangium_sp.	1	No	Non-Motile
Spartobacteria_bacterium	12	Maybe	Possibly Motile
Spelaeicoccus_albus	0	No	Non-Motile
Sphaerimonospora_thailandensis	0	No	Non-Motile
Sphaerisporangium_album	0	No	Non-Motile
Sphaerisporangium_cinnabarinum	20	Yes	Motile
Sphaerisporangium_krabiense	0	No	Non-Motile
Sphaerisporangium_melleum	0	No	Non-Motile
Sphaerisporangium_rubeum	0	No	Non-Motile
Sphaerisporangium_rufum	1	No	Non-Motile
Sphaerisporangium_siamense	0	No	Non-Motile
Sphaerisporangium_sp.	0	No	Non-Motile
Sphaerobacteraceae_bacterium	0	No	Non-Motile
Sphaerobacter_sp.	23	Yes	Motile
Sphaerobacter_thermophilus	23	Yes	Motile
Sphaerochaetaceae_bacterium	0	No	Non-Motile
Sphaerochaeta_coccoides	0	No	Non-Motile
Sphaerochaeta_globosa	0	No	Non-Motile
Sphaerochaeta_halotolerans	0	No	Non-Motile
Sphaerochaeta_pleomorpha	0	No	Non-Motile
Sphaerochaeta_sp.	0	No	Non-Motile
Sphaerospermopsis_aphanizomenoides	0	No	Non-Motile
Sphaerospermopsis_kisseleviana	0	No	Non-Motile
Sphaerospermopsis_reniformis	0	No	Non-Motile
Sphaerospermopsis_sp.	0	No	Non-Motile
Sphaerospermopsis_torques-reginae	0	No	Non-Motile
Sphaerotilus_hippei	21	Yes	Motile
Sphaerotilus_montanus	21	Yes	Motile
Sphaerotilus_natans	21	Yes	Motile
Sphaerotilus_sp.	14	Maybe	Possibly Motile
Sphingobacteriaceae_bacterium	1	No	Non-Motile
Sphingobacteriales_bacterium	2	No	Non-Motile
Sphingobacteriia_bacterium	2	No	Non-Motile
Sphingobacterium_alimentarium	1	No	Non-Motile
Sphingobacterium_alkalisoli	1	No	Non-Motile
Sphingobacterium_antarcticus	1	No	Non-Motile
Sphingobacterium_arenae	1	No	Non-Motile
Sphingobacterium_bovisgrunnientis	1	No	Non-Motile
Sphingobacterium_cellulitidis	1	No	Non-Motile
Sphingobacterium_chuzhouense	1	No	Non-Motile
Sphingobacterium_composti	1	No	Non-Motile
Sphingobacterium_daejeonense	1	No	Non-Motile
Sphingobacterium_detergens	1	No	Non-Motile
Sphingobacterium_faecium	1	No	Non-Motile
Sphingobacterium_gobiense	1	No	Non-Motile
Sphingobacterium_griseoflavum	1	No	Non-Motile
Sphingobacterium_hotanense	1	No	Non-Motile
Sphingobacterium_humi	1	No	Non-Motile
Sphingobacterium_kitahiroshimense	1	No	Non-Motile
Sphingobacterium_lactis	1	No	Non-Motile
Sphingobacterium_mizutaii	1	No	Non-Motile
Sphingobacterium_multivorum	1	No	Non-Motile
Sphingobacterium_nematocida	1	No	Non-Motile
Sphingobacterium_paludis	1	No	Non-Motile
Sphingobacterium_paucimobilis	1	No	Non-Motile
Sphingobacterium_psychroaquaticum	1	No	Non-Motile
Sphingobacterium_shayense	1	No	Non-Motile
Sphingobacterium_siyangense	1	No	Non-Motile
Sphingobacterium_soli	1	No	Non-Motile
Sphingobacterium_sp.	1	No	Non-Motile
Sphingobacterium_spiritivorum	1	No	Non-Motile
Sphingobacterium_tabacisoli	1	No	Non-Motile
Sphingobacterium_thalpophilum	1	No	Non-Motile
Sphingobacterium_wenxiniae	2	No	Non-Motile
Sphingobacterium_yanglingense	1	No	Non-Motile
Sphingobium_abikonense	21	Yes	Motile
Sphingobium_algicola	22	Yes	Motile
Sphingobium_amiense	22	Yes	Motile
Sphingobium_baderi	21	Yes	Motile
Sphingobium_barthaii	22	Yes	Motile
Sphingobium_boeckii	22	Yes	Motile
Sphingobium_chinhatense	22	Yes	Motile
Sphingobium_chlorophenolicum	22	Yes	Motile
Sphingobium_chungbukense	22	Yes	Motile
Sphingobium_cloacae	21	Yes	Motile
Sphingobium_cupriresistens	22	Yes	Motile
Sphingobium_czechense	22	Yes	Motile
Sphingobium_faniae	21	Yes	Motile
Sphingobium_fontiphilum	22	Yes	Motile
Sphingobium_francense	22	Yes	Motile
Sphingobium_fuliginis	22	Yes	Motile
Sphingobium_herbicidovorans	22	Yes	Motile
Sphingobium_indicum	0	No	Non-Motile
Sphingobium_japonicum	19	Yes	Motile
Sphingobium_jiangsuense	22	Yes	Motile
Sphingobium_lactosutens	21	Yes	Motile
Sphingobium_lucknowense	1	No	Non-Motile
Sphingobium_naphthae	21	Yes	Motile
Sphingobium_phenoxybenzoativorans	22	Yes	Motile
Sphingobium_quisquiliarum	21	Yes	Motile
Sphingobium_scionense	22	Yes	Motile
Sphingobium_soli	21	Yes	Motile
Sphingobium_sp.	22	Yes	Motile
Sphingobium_subterraneum	22	Yes	Motile
Sphingobium_sufflavum	21	Yes	Motile
Sphingobium_ummariense	21	Yes	Motile
Sphingobium_vermicomposti	22	Yes	Motile
Sphingobium_wenxiniae	21	Yes	Motile
Sphingobium_xanthum	22	Yes	Motile
Sphingobium_xenophagum	22	Yes	Motile
Sphingobium_yanoikuyae	22	Yes	Motile
Sphingomicrobium_lutaoense	1	No	Non-Motile
Sphingomicrobium_sp.	1	No	Non-Motile
Sphingomonadaceae_bacterium	21	Yes	Motile
Sphingomonadales_bacterium	4	No	Non-Motile
Sphingomonas_abaci	21	Yes	Motile
Sphingomonas_adhaesiva	20	Yes	Motile
Sphingomonas_aerolata	22	Yes	Motile
Sphingomonas_aerophila	19	Yes	Motile
Sphingomonas_alpina	21	Yes	Motile
Sphingomonas_aquatilis	21	Yes	Motile
Sphingomonas_asaccharolytica	22	Yes	Motile
Sphingomonas_astaxanthinifaciens	2	No	Non-Motile
Sphingomonas_aurantiaca	22	Yes	Motile
Sphingomonas_azotifigens	19	Yes	Motile
Sphingomonas_bacterium	17	Maybe	Possibly Motile
Sphingomonas_carotinifaciens	21	Yes	Motile
Sphingomonas_changbaiensis	22	Yes	Motile
Sphingomonas_colocasiae	20	Yes	Motile
Sphingomonas_crusticola	0	No	Non-Motile
Sphingomonas_daechungensis	0	No	Non-Motile
Sphingomonas_desiccabilis	1	No	Non-Motile
Sphingomonas_dokdonensis	21	Yes	Motile
Sphingomonas_echinoides	22	Yes	Motile
Sphingomonas_elodea	19	Yes	Motile
Sphingomonas_endophytica	22	Yes	Motile
Sphingomonas_faeni	22	Yes	Motile
Sphingomonas_fennica	21	Yes	Motile
Sphingomonas_formosensis	14	Maybe	Possibly Motile
Sphingomonas_gei	22	Yes	Motile
Sphingomonas_ginsengisoli	0	No	Non-Motile
Sphingomonas_ginsengisoli	0	No	Non-Motile
Sphingomonas_ginsenosidimutans	21	Yes	Motile
Sphingomonas_ginsenosidivorax	21	Yes	Motile
Sphingomonas_glacialis	22	Yes	Motile
Sphingomonas_guangdongensis	22	Yes	Motile
Sphingomonas_haloaromaticamans	22	Yes	Motile
Sphingomonas_hankookensis	22	Yes	Motile
Sphingomonas_hengshuiensis	11	Maybe	Possibly Motile
Sphingomonas_histidinilytica	22	Yes	Motile
Sphingomonas_indica	22	Yes	Motile
Sphingomonas_insulae	21	Yes	Motile
Sphingomonas_japonica	21	Yes	Motile
Sphingomonas_jaspsi	1	No	Non-Motile
Sphingomonas_jejuensis	22	Yes	Motile
Sphingomonas_jinjuensis	21	Yes	Motile
Sphingomonas_kaistensis	4	No	Non-Motile
Sphingomonas_koreensis	22	Yes	Motile
Sphingomonas_kyeonggiensis	22	Yes	Motile
Sphingomonas_laterariae	22	Yes	Motile
Sphingomonas_leidyi	22	Yes	Motile
Sphingomonas-like_bacterium	22	Yes	Motile
Sphingomonas_lutea	1	No	Non-Motile
Sphingomonas_mali	22	Yes	Motile
Sphingomonas_melonis	21	Yes	Motile
Sphingomonas_metalli	21	Yes	Motile
Sphingomonas_mucosissima	22	Yes	Motile
Sphingomonas_naasensis	22	Yes	Motile
Sphingomonas_olei	21	Yes	Motile
Sphingomonas_oligoaromativorans	22	Yes	Motile
Sphingomonas_oligophenolica	22	Yes	Motile
Sphingomonas_panacis	3	No	Non-Motile
Sphingomonas_parapaucimobilis	22	Yes	Motile
Sphingomonas_paucimobilis	1	No	Non-Motile
Sphingomonas_phyllosphaerae	21	Yes	Motile
Sphingomonas_pituitosa	21	Yes	Motile
Sphingomonas_prati	1	No	Non-Motile
Sphingomonas_pruni	22	Yes	Motile
Sphingomonas_pseudosanguinis	22	Yes	Motile
Sphingomonas_psychrolutea	21	Yes	Motile
Sphingomonas_rhizophila	0	No	Non-Motile
Sphingomonas_rubra	21	Yes	Motile
Sphingomonas_sanguinis	21	Yes	Motile
Sphingomonas_sanxanigenens	12	Maybe	Possibly Motile
Sphingomonas_sediminicola	0	No	Non-Motile
Sphingomonas_soli	21	Yes	Motile
Sphingomonas_sp.	22	Yes	Motile
Sphingomonas_spermidinifaciens	20	Yes	Motile
Sphingomonas_taxi	22	Yes	Motile
Sphingomonas_trueperi	20	Yes	Motile
Sphingomonas_ursincola	21	Yes	Motile
Sphingomonas_vulcanisoli	21	Yes	Motile
Sphingomonas_wittichii	22	Yes	Motile
Sphingomonas_xinjiangensis	20	Yes	Motile
Sphingomonas_yabuuchiae	22	Yes	Motile
Sphingomonas_yantingensis	21	Yes	Motile
Sphingomonas_yunnanensis	22	Yes	Motile
Sphingomonas_zeae	21	Yes	Motile
Sphingopyxis_baekryungensis	21	Yes	Motile
Sphingopyxis_bauzanensis	21	Yes	Motile
Sphingopyxis_flava	19	Yes	Motile
Sphingopyxis_fribergensis	0	No	Non-Motile
Sphingopyxis_granuli	19	Yes	Motile
Sphingopyxis_indica	21	Yes	Motile
Sphingopyxis_italica	21	Yes	Motile
Sphingopyxis_macrogoltabida	0	No	Non-Motile
Sphingopyxis_panaciterrae	21	Yes	Motile
Sphingopyxis_panaciterrulae	20	Yes	Motile
Sphingopyxis_soli	21	Yes	Motile
Sphingopyxis_solisilvae	19	Yes	Motile
Sphingopyxis_sp.	1	No	Non-Motile
Sphingopyxis_terrae	21	Yes	Motile
Sphingopyxis_ummariensis	21	Yes	Motile
Sphingopyxis_witflariensis	21	Yes	Motile
Sphingorhabdus_contaminans	19	Yes	Motile
Sphingorhabdus_marina	21	Yes	Motile
Sphingorhabdus_rigui	1	No	Non-Motile
Sphingorhabdus_sp.	2	No	Non-Motile
Sphingorhabdus_wooponensis	20	Yes	Motile
Sphingosinicellaceae_bacterium	20	Yes	Motile
Sphingosinicella_ginsenosidimutans	22	Yes	Motile
Sphingosinicella_microcystinivorans	22	Yes	Motile
Sphingosinicella_soli	22	Yes	Motile
Sphingosinicella_sp.	20	Yes	Motile
Sphingosinicella_vermicomposti	22	Yes	Motile
Sphingosinithalassobacter_sp.	22	Yes	Motile
Spinactinospora_alkalitolerans	1	No	Non-Motile
Spiribacter_aquaticus	1	No	Non-Motile
Spiribacter_roseus	1	No	Non-Motile
Spiribacter_salinus	1	No	Non-Motile
Spiribacter_sp.	1	No	Non-Motile
Spirilliplanes_yamanashiensis	22	Yes	Motile
Spirillospora_albida	23	Yes	Motile
Spirirestis_rafaelensis	0	No	Non-Motile
Spirobacillus_cienkowskii	23	Yes	Motile
Spirochaeta_africana	21	Yes	Motile
Spirochaeta_alkalica	21	Yes	Motile
Spirochaeta_americana	22	Yes	Motile
Spirochaeta_bajacaliforniensis	22	Yes	Motile
Spirochaetaceae_bacterium	22	Yes	Motile
Spirochaeta_cellobiosiphila	22	Yes	Motile
Spirochaetae_bacterium	24	Yes	Motile
Spirochaetales_bacterium	23	Yes	Motile
Spirochaeta_perfilievii	21	Yes	Motile
Spirochaeta_smaragdinae	22	Yes	Motile
Spirochaeta_sp.	0	No	Non-Motile
Spirochaeta_thermophila	22	Yes	Motile
Spirochaetes_bacterium	0	No	Non-Motile
Spirochaetia_bacterium	22	Yes	Motile
spirochete_symbiont	2	No	Non-Motile
Spiroplasma_alleghenense	0	No	Non-Motile
Spiroplasma_apis	0	No	Non-Motile
Spiroplasma_atrichopogonis	0	No	Non-Motile
Spiroplasma_cantharicola	0	No	Non-Motile
Spiroplasma_chinense	0	No	Non-Motile
Spiroplasma_chrysopicola	0	No	Non-Motile
Spiroplasma_citri	0	No	Non-Motile
Spiroplasma_clarkii	0	No	Non-Motile
Spiroplasma_corruscae	0	No	Non-Motile
Spiroplasma_culicicola	0	No	Non-Motile
Spiroplasma_diminutum	0	No	Non-Motile
Spiroplasma_endosymbiont	0	No	Non-Motile
Spiroplasma_eriocheiris	0	No	Non-Motile
Spiroplasma_floricola	0	No	Non-Motile
Spiroplasma_gladiatoris	0	No	Non-Motile
Spiroplasma_helicoides	0	No	Non-Motile
Spiroplasma_ixodetis	0	No	Non-Motile
Spiroplasma_kunkelii	0	No	Non-Motile
Spiroplasma_litorale	0	No	Non-Motile
Spiroplasma_melliferum	0	No	Non-Motile
Spiroplasma_mirum	0	No	Non-Motile
Spiroplasma_monobiae	0	No	Non-Motile
Spiroplasma_phoeniceum	0	No	Non-Motile
Spiroplasma_platyhelix	0	No	Non-Motile
Spiroplasma_poulsonii	0	No	Non-Motile
Spiroplasma_sabaudiense	0	No	Non-Motile
Spiroplasma_sp.	0	No	Non-Motile
Spiroplasma_syrphidicola	0	No	Non-Motile
Spiroplasma_tabanidicola	0	No	Non-Motile
Spiroplasma_taiwanense	0	No	Non-Motile
Spiroplasma_turonicum	0	No	Non-Motile
Spiroplasma_WSS	0	No	Non-Motile
Spirosoma_aerolatum	2	No	Non-Motile
Spirosoma_agri	1	No	Non-Motile
Spirosoma_endophyticum	2	No	Non-Motile
Spirosoma_fluviale	1	No	Non-Motile
Spirosoma_lacussanchae	1	No	Non-Motile
Spirosoma_linguale	0	No	Non-Motile
Spirosoma_luteum	1	No	Non-Motile
Spirosoma_montaniterrae	1	No	Non-Motile
Spirosoma_oryzae	1	No	Non-Motile
Spirosoma_panaciterrae	2	No	Non-Motile
Spirosoma_radiotolerans	1	No	Non-Motile
Spirosoma_rigui	2	No	Non-Motile
Spirosoma_sp.	1	No	Non-Motile
Spirosoma_spitsbergense	1	No	Non-Motile
Spirosoma_terrae	2	No	Non-Motile
Spirulinaceae_cyanobacterium	0	No	Non-Motile
Spirulina_major	0	No	Non-Motile
Spirulina_sp.	0	No	Non-Motile
Spirulina_subsalsa	0	No	Non-Motile
Spongiibacteraceae_bacterium	6	No	Non-Motile
Spongiibacterium_flavum	2	No	Non-Motile
Spongiibacterium_pacificum	2	No	Non-Motile
Spongiibacterium_sp.	2	No	Non-Motile
Spongiibacter_marinus	22	Yes	Motile
Spongiibacter_sp.	22	Yes	Motile
Spongiibacter_tropicus	22	Yes	Motile
Spongiivirga_citrea	2	No	Non-Motile
Sporanaerobacter_acetigenes	24	Yes	Motile
Sporanaerobacter_sp.	23	Yes	Motile
